question,original_label,bloom_level
"Explain how the Utilize technology, media and materials stage in ASSURE model can help creating a more effective teaching and learning environment.",Comprehension,Understand
"Compare how the internal rate of return (IRR) method, Net Present Value (NPV) and modified internal rate of return (MIRR) method is different.",Analysis,Analyze
Define Educational Technology based on FIVE (5) instructional design view.,Knowledge,Remember
Categorize the story into parts and think of a good title for each of the parts.,Analysis,Analyze
Rewrite the following program so that it is formatted properly.,Application,Apply
Identify TWO (2) functions of crisis communication that must be addressed when communicating with internal stakeholder during a crisis. Explain your answer with an exarnple for each function.,Comprehension,Understand
State the THREE (3) approaches to calculate national income.,Knowledge,Remember
Paraphrase what Hamlet is saying in his soliloquy.,Comprehension,Understand
Choose ONE (1) of the factors that you mentioned in question 2(a) and briefly explain why you consider this factor is important.,Comprehension,Understand
"Using Nyquist Theorem, calculate the maximum sampling rate to avoid aliasing.",Application,Apply
Explain why Servlet technology is better than the Common Gateway Interface CGI.,Comprehension,Understand
What might happen if you combined...?,Synthesis,Create
Explain the reasons of using application servers to deploy web applications.,Comprehension,Understand
"In general, there are four broad categories of innovation which include product innovation. Illustrate your understanding by using TWO (2) real life examples for product innovation that follow the radical fashion.",Comprehension,Understand
Differentiate between commercial letter of credit and standby letter of credit.,Analysis,Analyze
What do you think is the mass and why,Evaluation,Evaluate
Briefly discuss why the emergence of the data warehouse phenomenon is causing such interest in the business world.,Comprehension,Understand
Classify and briefly explain different computational methods used in analyzing flows in hydraulic engineering.,Comprehension,Understand
"Contrast the following basic BLAST programs: PSI-BLAST, PHI-BLAST and tBLASTX.",Comprehension,Understand
Identify FOUR (4) factors that affect the willingness of people to perform prosocial behaviors.,Comprehension,Understand
Establish criteria for making this choice and defend your final selection.,Evaluation,Evaluate
Discuss any THREE (3) ways by which an organization can benefit from e-commerce.,Comprehension,Understand
Compare the formation process between igneous rock and sedimentary rocks.,Comprehension,Understand
"Using the data shown in Table 1, generate some frequent item sets.",Application,Apply
Briefly explain why coating a nanoparticle or surface with a polyelectrolyte (polymer with ionizable groups) is favourable.,Comprehension,Understand
Why not compose a song about . . .?,Synthesis,Create
Construct the 4-Bit Ripple carry Adder Circuit,Application,Apply
There are several benefits for the statement of aims and learning outcomes in a lesson. Evaluate FIVE (5) benefits.,Evaluation,Evaluate
Determine the gate oxide capacitance.,Application,Apply
Describe the output of this program fragment:,Comprehension,Understand
List FIVE (5) major business activities of investment banks.,Knowledge,Remember
Propose TWO (2) strategies to reduce the occurrence of bullying.,Synthesis,Create
Rewrite the markov matrix to account for this slight change.,Comprehension,Understand
Break down the components of a standard film camera and explain how they interact to make the machine work.,Analysis,Analyze
Describe color wheel.,Knowledge,Remember
Draw the diagrams for a centralized database and a distributed database.,Comprehension,Understand
List the steps involved in titration.,Knowledge,Remember
"Suppose milk and yogurt are within Sophie's budget and she views yogurt as an inferior good. Using indifference curve and budget line, explain the substitution, income and total effects when the price of yogurt falls.",Application,Apply
Discuss POST and GET methods in relation to idempotent and non-idempotent requests in the context of bank industry.,Comprehension,Understand
Predict the effects of excess application of nitrogen fertilizer into the soil.,Comprehension,Understand
Suggest any FIVE (5) dimensions of service quality that could be taken into consideration by the kindergarten management for its future operations improvement.,Synthesis,Create
Give the three (3) categories of primitive data types and briefly explain what each category is used for.,Knowledge,Remember
Explain what is happening...,Comprehension,Understand
Reason why a pornographic viewer's mind is likened to an addict's mind. Provide TWO (2) points.,Comprehension,Understand
List and explain the FOUR (4) considerations when selecting a basement wall.,Comprehension,Understand
Dopamine and glutamate have both been implicated as causes of schizophrenia. Discuss THREE (3) evidences each in relation to the dopamine and glutamate theories of schizophrenia.,Comprehension,Understand
Draw and explain Nonaka's model of knowledge creation and transformation in detail.,Comprehension,Understand
"In all analysis methods, the effects of turbulence have to be modeled unless all the scales of motion are represented explicitly as in Direct Numerical Simulation (DNS). Explain why it is not practical to analyze flows in practical hydraulic engineering by DNS.",Comprehension,Understand
"How can we construct H given I, B and E?",Application,Apply
How is scientific progress similar to Darwinian evolution according to Kuhn,Analysis,Analyze
Discuss how curing can maintain quality and minimize decay of potato tubers in the postharvest stage.,Comprehension,Understand
"For any points which fall outside the curve, explain the combination of production for steel and bricks.",Comprehension,Understand
"New issues are called primary issues, that reflect to the first issued of security in the primary market. Elaborate the steps of bringing a new security to the market.",Comprehension,Understand
How do you analyze a marginally RCT,Analysis,Analyze
Explain what is meant.,Comprehension,Understand
Synthesize any FIVE (5) factors that should be considered when devising a safe system to undertake a task in an organization.,Synthesis,Create
"in what ways is oxyperoxidase similar to other oxygenated heme proteins, and how does it differ",Analysis,Analyze
Differentiate between crossbreeding and linebreeding.,Analysis,Analyze
Discuss the disadvantages of LOCOS.,Comprehension,Understand
Propose and explain a suitable enzyme-substrate interaction model for enzyme X.,Synthesis,Create
Assess the reason for hazard communication and the mode of communication practice for chemical safety at worksite.,Evaluation,Evaluate
Propose TWO (2) self-presentation tactics for impression management.,Synthesis,Create
Discuss in terms of implementation how to restrict resources such as web components and Enterprise Java Bean (EJB} components for use to only authorized users.,Application,Apply
Design a vendor-rating form that represents your comparison of the education offered by universities in which you considered/are considering/have considered enrolling.,Synthesis,Create
Deleting and abridging are methods to modify instructional material when it is adapted. Illustrate both methods by adapting a short story to teach reading and writing skills to intermediate proficiency students.,Comprehension,Understand
Can you distinguish for me between what is reasonably achievable and what are exaggerations,Analysis,Analyze
"Write a formula to show the steady state assumption. If all other conditions remain identical, explain how an increase in k-1 would affect the Michaelis constant.",Application,Apply
Illustrate SIX processes that occur in the hydrological cycle.,Comprehension,Understand
Explain FIVE (5) disadvantages of out-of-home (OOH) advertising.,Comprehension,Understand
Discuss the role of restriction and aggregation in reducing the quantity of data and obtaining useful information from a data warehouse.,Comprehension,Understand
E-mail newsletters are still popular communication strategy for digital marketers. Suggest FIVE (5) ways to engage with your newsletters subscribers.,Synthesis,Create
State the forces stabilizing functional structure of enzyme which is most susceptible to drastic pH changes. Explain your answer using an example.,Comprehension,Understand
List SEVEN (7) types of advertising.,Knowledge,Remember
"Write a C program that accepts integer inputs from the screen, computes the total and average values; and displays the values on the screen.",Synthesis,Create
Predict what happens to X if Y increases.,Application,Apply
Assess THREE (3) brain structures that are associated with movement. Elaborate your answers with example.,Evaluation,Evaluate
Explain FOUR (4) criteria of instructional materials by Tomlinson (2001).,Comprehension,Understand
Explain how MIDI file format will be more useful than other audio file formats in a certain scenario.,Application,Apply
Draw ONE (1) organic shape and ONE (1) geometric shape. Apply tone and shading.,Application,Apply
Calculate the rate of habitat fragmentation within the Colorado Front Range in the last decade.,Application,Apply
Explain why contango and backwardation happen in the commodity market.,Comprehension,Understand
How do you think the community should grow or change,Evaluation,Evaluate
Explain FOUR (4) off-balance-sheet banking activities which are important but not recorded in a bank's balance sheet.,Comprehension,Understand
Determine which sub-stage that the deal is currently in for the following cases.,Application,Apply
Describe the differences between HTTP session listeners and servlet request listeners.,Comprehension,Understand
"Explain the double meaning the author attributes to the term ""successive action descriptions""",Comprehension,Understand
Discuss the role of hydraulic engineering in the sustainable development and preservation.,Comprehension,Understand
Define Chiaroscuro and Sfumato technique.,Knowledge,Remember
Illustrate by using a real life example on explicit knowledge.,Comprehension,Understand
Define compound interest.,Knowledge,Remember
Discuss the role of skimming and scanning as pre-reading activities.,Comprehension,Understand
Money growth is always interrelated with inflation phenomenon. Explain how the growth of money will affect the economy when the economy is operating at the full capacity. Illustrate by using an appropriate diagram.,Analysis,Analyze
Briefly explain FOUR (4) manufacturing layout you have learned.,Comprehension,Understand
Explain why the effectiveness of an expansionary monetary policy in increasing aggregate output is partially dependent on the interest sensitivity of the demand for money.,Analysis,Analyze
who was the first to compose in the arts of makamat,Knowledge,Remember
"Davenport (2000) discusses four emerging trends to be considered in designing future enterprise systems. Analyze each emerging trend, its relevance and importance to the designing of future enterprise systems.",Analysis,Analyze
Relate cycle-time reduction to improved performance. Justify your answer.,Evaluation,Evaluate
"Suppose prices of two goods are constant, explain what will happen to the budget line if there is an increase in consumer's income. Support your answer with an appropriate diagram.",Comprehension,Understand
Name and describe the two ways that the data source window allows data to be viewed.,Comprehension,Understand
Design a poster for this book.,Synthesis,Create
Recall basic math facts,Knowledge,Remember
Identify any TWO (2) advantages of matching demand strategy and level strategy each in preparing aggregate production plan.,Knowledge,Remember
"Compare the gravity retaining wall, semi gravity retaining wall and cantilever retaining wall in the aspects of shape design, maximum height and method of construction.",Comprehension,Understand
"MLPs are frequently used to approximate functions. However, the quality of the approximation depends on the parameters of the MLP used. Discuss how this quality is affected by the number of hidden layers used in the MLP.",Comprehension,Understand
Develop a questionnaire based on at least FOUR open-ended and FOUR closed-ended questions for the interviews.,Synthesis,Create
"Besides LOCOS, name TWO (2) other applications which require thermal processes.",Comprehension,Understand
"Define stream bank, floodplain and substrate.",Knowledge,Remember
Construct a Venn diagram to determine the validity of the given argument.,Application,Apply
Define brainstorming process.,Knowledge,Remember
Suggest any THREE (3) specific ways with elaborations on how this new business may utilize the Internet technology to achieve cost efficiency.,Synthesis,Create
Given two opposing theories design an experiment to compare them.,Synthesis,Create
Explain the relationship between bond price and market interest rate using the bond pricing formula.,Comprehension,Understand
List the SEVEN (7) stages of the development process of a building project.,Knowledge,Remember
Outline the mechanisms employed by bacteria allowing them to evade phagocytic destruction.,Comprehension,Understand
"With respect to the data processing cycle of an organisation, explain the ""garbage in, garbage out"". Briefly discuss on the measures to be taken by the companies to avoid “garbage in"" data input errors.",Comprehension,Understand
Take a collection of photographs to demonstrate a particular point.,Application,Apply
“China has been practicing low exchange rate for previous decades.” Clarify the pros and cons under this practice.,Analysis,Analyze
Identify FOUR (4) factors that influence consumer behaviour.,Knowledge,Remember
"The Friesian cow, a dairy breed, is a product of selective breeding. Predict the problems that may occur during the selection of Friesian Cows.",Application,Apply
Explain 3-Tier architecture in the context of Java Web Architecture at server side.,Comprehension,Understand
Propose any TWO (2) alternative solutions from organization structures perspective to facilitate the KM practice. Justify your answers with short elaborations.,Evaluation,Evaluate
Highlight the important issues discussed in Greenbury Report 1995.,Comprehension,Understand
Use philanthropy approach to manage corporate social responsibility effectively.,Application,Apply
"List FIVE (5) suggestions on how Malaysian public listed company director in Malaysia can perform 'Duty to use Reasonable Care, Skill & Diligence'.",Knowledge,Remember
Explain in detail the chemisorptions of ammonia. Focus only on molecular adsorption of ammonia on a solid surface at low temperature.,Comprehension,Understand
Develop a set of criteria for distinguishing between a good and bad example of this.,Analysis,Analyze
Use the distance travelled and cost of petrol to calculate the cost of a coach trip using a spreadsheet.,Application,Apply
Provide FIVE (5) examples on how HP can use text mining in other areas.,Application,Apply
Investigate whether or not the system can be solved for x; y; z,Analysis,Analyze
Define Inheritance concept,Knowledge,Remember
when was the first airport in the yemen built,Knowledge,Remember
Multimedia is shifting from being localized (contained on a CD-ROM) to being distributed (available on the World Wide Web). Give FIVE (5) implications on this.,Knowledge,Remember
Create a new product. Give it a name and plan a marketing campaign.,Synthesis,Create
State the goal of integrated weed management and its essence.,Knowledge,Remember
Prepare a time-phased product structure.,Application,Apply
How much water does an elephant drink,Knowledge,Remember
Determine the percentage of DHT's assets committed to inventory.,Application,Apply
Explain the function of International Monetary Fund (IMF).,Comprehension,Understand
Explain why a 30-second video clip (containing 25 frames per second) will occupy less disk space than 750 JPEG images of the same size.,Comprehension,Understand
Describe conservation tillage and explain why it often requires a change in nutrient management.,Comprehension,Understand
Construct a dictionary and a truth table to determine if the following statements are logically equivalent,Application,Apply
Rewrite you predicted equation for the ideal gas law,Comprehension,Understand
Differentiate between Gibbs adsorption equation and dynamic surface tension in the study of adsorption at interfaces.,Analysis,Analyze
Explain FOUR (4) benefits of using Digital-Out-Of-Home in advertising.,Comprehension,Understand
"After strain modification process, the UTAR002 is found to be unable to excrete the desired enzyme into the medium. Suggest a proper purification protocol for the recovery of this product.",Synthesis,Create
Explain why a sustained inflation is a purely monetary phenomenon and cannot exist without the cooperation of the Bank Negara Malaysia (BNM).,Comprehension,Understand
Suggest how multimedia applications may be used for each of the scenarios below. (i) IT Avenue will be organising a road show at various shopping malls to promote a new model of mobile phone from Nokia.,Application,Apply
How many loop statement available in c++?,Knowledge,Remember
"Briefly describe the properties of wood in terms of density, thermal insulation, chemical resistance and strength.",Comprehension,Understand
Suggest a house-style and editorial policies for your newly introduced newspaper targeted at young readers aged between 15 to 25 years.,Synthesis,Create
Design and sketch the layout of a CMOS inverter.,Synthesis,Create
Construct an alternative way to ...,Synthesis,Create
Audit committee is responsible to implement and support the monitoring function of the board of directors. Develop a list of best practices for audit committee meeting.,Synthesis,Create
Explain how you would implement delete schedule functionality in effective manner.,Comprehension,Understand
Draw Production Possibilities Frontier and Trading Possibilities Frontier for China and Thailand. Clearly label the total output before specialization and total output after trade in the diagrams.,Comprehension,Understand
Devise a different way of using X,Synthesis,Create
Briefly explain which characteristics of alluvial soils make them ideal for agriculture.,Comprehension,Understand
Construct a simple payroll program that computes net pay for those working 40 hours or less and net pay for those working over 40 hours.,Application,Apply
Explain what is meant by occlusion and discuss the ability of chain coding to cope with occlusion.,Comprehension,Understand
Show how NLP techniques can be deployed in business.,Application,Apply
Compare and contrast the waterfall model with the prototyping model.,Analysis,Analyze
Identify whether the firm is in the short-run or long-run equilibrium. Explain.,Comprehension,Understand
Identify and explain another graphical diagram besides network diagram which is useful for planning and scheduling. Evaluate the graphical diagram.,Evaluation,Evaluate
Suggest FOUR (4) ways logistics service provider such as FedEx practices environmental friendly principles in its operation.,Synthesis,Create
Define social commerce and discuss its advantages for e-marketers.,Comprehension,Understand
Define instructional materials. Provide an example of an instructional material for a subject.,Comprehension,Understand
Explain the TWO main factors that could affect enzyme catalytic efficiency.,Comprehension,Understand
Label the parts of the following insects: Grasshopper,Knowledge,Remember
ABC inventory analysis is one of the methods used by manufacturing companies for effective inventory management. Explain your answer.,Comprehension,Understand
Briefly describe FIVE (5) general types of factors of production.,Comprehension,Understand
"There are three common types of brick in Malaysia, namely common brick, facing brick and engineering brick. Differentiate the properties and the applications among them.",Analysis,Analyze
Explain whether using women as sexual objects can grab the viewer's attention and lend to interest to a product or service.,Comprehension,Understand
Please label the diagram below:,Knowledge,Remember
Would you have liked to have had Cinderella for a sister? Explain why or why not.,Evaluation,Evaluate
The 'creators' and critics' are the most desired social segments. Explain how social media marketers are able to increase these segments' level of involvement in the social media.,Comprehension,Understand
Discuss TWO (2) key differences between stock warrants and stock options.,Comprehension,Understand
Give FOUR (4) advantages of multimedia application in education.,Knowledge,Remember
"In a two-column table, list FIVE (5) tools used in the technology-integrated instruction and the traditional instruction respectively.",Knowledge,Remember
Differentiate between contact and systemic herbicides.,Analysis,Analyze
which part of a data packet is used by a router to determine the destination network,Knowledge,Remember
"If the value of the bond is RM900 and coupon are paid semi-annually, compute the yield to maturity (YTM) and the current yield of the bond. Interpret your answers.",Application,Apply
"Based on your opinion, discuss critically, how far you agree that race relations have become unhealthy in our country.",Evaluation,Evaluate
Define the term Radio Frequency Identification (RFID).,Knowledge,Remember
List another TWO isotherms besides Langmiur isoterm.,Knowledge,Remember
Critically appraise of making data warehouse Web Enable in the company.,Evaluation,Evaluate
How would you have handled . . .?,Evaluation,Evaluate
Explain the conceptual design process.,Comprehension,Understand
Name five types of common dialog boxes.,Knowledge,Remember
Determine the possible number of unique zygotes that could be produced upon successful mating.,Application,Apply
Discuss FOUR (4) tactics that can be used by a spokesperson to handle different types of questions from the media. Provide your discussions with an appropriate example for each tactic.,Comprehension,Understand
Independent Non-Executive Directors (INEDs) play crucial roles in the assurance of effective corporate governance of public listed companies. Provide an assessment on the contributions of INEDs in promoting effective corporate governance.,Comprehension,Understand
Describe the use of architecture drawings in construction.,Comprehension,Understand
Analyze THREE (3) factors that can affect the option premium.,Analysis,Analyze
Choose and illustrate the two most important events in the story.,Evaluation,Evaluate
Explain briefly FIVE (5) strategies for effective packaging design.,Comprehension,Understand
How would you differentiate a project from a program,Analysis,Analyze
Create several scientific hypotheses to …,Synthesis,Create
"Develop a way to teach the concept of ""adjectives"".",Synthesis,Create
"Draw the energy band diagram of a pn junction. Label the depletion region and the electric field in the depletion region. For an unbiased junction, discuss the movement of majority and minority carriers and the resultant current that may arise at equillibrium.",Comprehension,Understand
Differentiate between a wholesaler and a retailer.,Analysis,Analyze
How would you differentiate obstructive apneas from central apneas,Analysis,Analyze
Estimate the value of the roughness parameter of the riverbed from the observed surface slope and velocity. Compare your computed value with generally known values for the present river bed.,Analysis,Analyze
Recommend TWO (2) suitable types of glasses which have good insulation properties for green building construction.,Evaluation,Evaluate
"Write a program to calculate the SQRT for Array elements, you may use the Math class function (sqrt), the Array should include 5 Integer elements. The output should be the array elements along with their SQRT value.",Synthesis,Create
Explain the relationship between HTTP GET method and URL Rewriting in the context of session management.,Comprehension,Understand
Analyze FIVE (5) disadvantages of multimedia in education.,Analysis,Analyze
Design a new animal to live in the jungle.,Synthesis,Create
Identify FOUR (4) statements should be avoided by spokesperson as the representative of an organization during a press conference. Elaborate your answer with an example for each statement.,Comprehension,Understand
"In soil pH, define buffering and explain why it is important in soils.",Comprehension,Understand
"After solving a problem, determine the degree to which the problem was solved as efficiently as possible",Evaluation,Evaluate
Explain FIVE (5) advantages of out-of-home (OOH) advertising.,Comprehension,Understand
Assess THREE (3) brain structures that are associated with the language / speech function. Elaborate your answers with example.,Evaluation,Evaluate
"Propose solutions to reinforced concrete flat roof defects experienced in Malaysia, such as water ponding, material exposure to solar radiation, poor maintenance culture and concrete spalling due to leaks from cold joints and stress cracks.",Synthesis,Create
Complete an analogy (analogy tasks are inference tasks),Comprehension,Understand
"Evaluate the types of power Benjamin Fang is exercising in Sun Plantations, and explain how this is being eroded by the changes taking place in the environment.",Evaluation,Evaluate
Differentiate between .call by value and call by reference.,Analysis,Analyze
Would this information be useful if you had a . . .?,Application,Apply
Decide which candidate would best fill the position of principal.,Evaluation,Evaluate
Suggest TWO (2) ways of managing knowledge that organization can perform in order to gain sustainable advantage in today's rapid changing market environment.,Synthesis,Create
Evaluate the characteristics of the board in a two-tier board structure.,Evaluation,Evaluate
Suggest a possible Java Web architecture(s) for the proposed application based on the case study.,Synthesis,Create
Discuss how inverse kinematics helps in simplifying the task of animating jointed structures.,Comprehension,Understand
Write a JAVA program to show the Overloading concept,Synthesis,Create
Illustrate what you think the main idea was.,Comprehension,Understand
Explain FIVE (5) ways that can be practiced by the organization to communicate during the crisis.,Comprehension,Understand
Distinguish between ‘land surveyor' and 'quantity surveyor'.,Analysis,Analyze
How do we construct agents that can deliver. “good” assistance,Application,Apply
Describe how interest rates affect the economy,Comprehension,Understand
There is always an appeal for institutional shareholders to assume an active role in corporate governance. Create a list of key recommendations for institutional shareholders activism based on Myners Report (1995).,Synthesis,Create
Sketch a diagram which indicates the Damp Proof Membrane (DPM) in the non reinforced concrete ground floor.,Application,Apply
Sketch and label the section of the ground floor slab. Explain the purpose of each labelled component.,Application,Apply
Explain the principle of ultrasonography in pregnancy diagnosis for farm animals.,Comprehension,Understand
"""Trading strategies used by investors of futures and forwards markets help to maintain market efficiency"". Based on the above statement, Differentiate between all THREE (3) main trading strategy used by futures and forward markets' investors..",Analysis,Analyze
Correctly label the brain lobes indicated on the diagram below,Knowledge,Remember
Find the velocity and wavelength of the electron.,Comprehension,Understand
How effective are . . .?,Evaluation,Evaluate
"Critique the other student's (or your own) speech, based on the criteria we have studied this semester.",Evaluation,Evaluate
Illustrate the effect of an expansionary monetary policy. Justify your answer with an appropriate diagram.,Evaluation,Evaluate
Choose any U.S. president and explain how he exercised his power as Commander in Chief of the Armed Forces.,Application,Apply
Write about your feelings in relation to...,Synthesis,Create
Determine the volume density and area density on the (1 0 0) plane of a body center cubic cell with lattice constant of 5 Å.,Application,Apply
Explain the creation of an electron-hole pair in an intrinsic Si semiconductor at room temperature by using the covalent bonding picture.,Comprehension,Understand
"Construct a DNA based cladogram using neighbour-joining approach, and suggest the relationship of S, M, and D species.",Synthesis,Create
NIKE will be conducting consumer research on their footwear. Assess FIVE (5) types of consumer research that Nike can implement by providing an appropriate example for each.,Evaluation,Evaluate
"Imagine that you are a relative of an older adult who is initially diagnosed to be living with Parkinson's disease, suggest FOUR (4) strategies to further promote the wellbeing of the individual.",Synthesis,Create
List down the environmental factors that an international marketer should consider.,Knowledge,Remember
Paraphrase an important speech,Comprehension,Understand
Critically discuss on human's need to maintain a temperature of 37°C. Provide TWO (2) points.,Analysis,Analyze
Create a poster that promote jeans to local senior citizen which appeal directly to a multiracial citizen in Malaysia.,Synthesis,Create
Describe the factors affecting premature building decay.,Comprehension,Understand
Define the meaning of the Olympic Motto.,Knowledge,Remember
Briefly explain what a Repo is.,Comprehension,Understand
Discuss the regulation of ATCase which is an allosteric enzyme.,Comprehension,Understand
"Write a TV show play, puppet show, role play, song or pantomime about..",Synthesis,Create
Compare and contrast the characteristics and usage between aluminium and high carbon steel.,Analysis,Analyze
Compose a device that would assist an athlete in their training.,Synthesis,Create
"Using an appropriate example, discuss how MVC can lead to a good design of a particular web application.",Comprehension,Understand
Give FIVE (5) differences between GIF and SWF.,Comprehension,Understand
Describe FIVE (5) key players in advertising.,Knowledge,Remember
Describe the differences between progeny and sib testings.,Comprehension,Understand
List and explain TWO simple techniques used to prepare colloids by mean of dispersion. Use simple diagrams to clarify the explanation.,Comprehension,Understand
"Using appropriate examples, differentiate between agglomerative and divisive in the context of agglomerative hierarchical clustering.",Analysis,Analyze
Define Information Systems (IS).,Knowledge,Remember
Draw Production Possibilities Frontier and Trading Possibilities Frontier for China and South Africa.,Comprehension,Understand
"Bernard has successfully determined the sequence of Protein X which consists of 110 amino acid residues. He is interested to predict the protein struc using the available homology modelling software. Based on your knowledge of the mechanism of protein folding, comment on the reliability and accuracy of the prediction.",Evaluation,Evaluate
Select the most effective solution.,Evaluation,Evaluate
Can you develop method to handle the following case . . . ?,Synthesis,Create
"Describe how the soil colloidal complex tends to serve as a ""reservoir"" for plant nutrients.",Comprehension,Understand
Discuss how Resource Based View can be implemented in organizations to reinforce financial standing.,Application,Apply
Identify FIVE (5) key players in advertising.,Knowledge,Remember
Distinguish between the ripening behaviour of climacteric and non-climacteric fruits in terms of carbon dioxide release and ethylene synthesis.,Analysis,Analyze
Briefly explain FOUR (4) advantages and disadvantages of option trading.,Comprehension,Understand
Explain the impact of using SendRedirect method in terms of response time.,Comprehension,Understand
"""Economists state that both allocative and productive efficiencies are realized in the long-run equilibrium of a monopolistically competitive market"". State whether you agree or disagree with the statement. Graphically illustrate and explain the statement.",Analysis,Analyze
Describe the methodology of determining the transcriptional start site using RACE-PCR.,Comprehension,Understand
Critically discuss how demographic characteristics would affect a product development in a foreign market.,Analysis,Analyze
Identify which word begins with the same sound as the s in sun (Knowledge of letter s),Knowledge,Remember
Compose your own note-taking design that incorporates all theadvantages of the Cornell Method.,Synthesis,Create
Compare Calliope with Howie. Use the word bank.,Comprehension,Understand
Discuss THREE (3) types of anomalies associated with database tables that have not been normalized.,Comprehension,Understand
Explain about interactive multimedia.,Comprehension,Understand
"“The efficient market hypothesis (EMH) states it is impossible to consistently outperform an efficient market and the only way an investor can possibly obtain higher returns is by purchasing riskier investments."" Justify the statement.",Evaluation,Evaluate
What happens if you change the direction of the displacement (but not its size)?,Application,Apply
Evaluate the corrosion monitoring needs of a chemical processing plant,Evaluation,Evaluate
Explain how SWOT and Porter's techniques is applied in the manufacturing industries.,Application,Apply
State what does the symbol “+” represents.,Knowledge,Remember
"Market anomalies are research findings that do not support market efficiency hypothesis; that is, they are evidence that inefficiencies do exist. Discuss FIVE (5) common market anomalies.",Comprehension,Understand
In one sentence illustrate the main point of a written passage.,Comprehension,Understand
Use the second-derivative test to determine whether critical points where f0(x) = 0 yield relative maxima or relative minima,Application,Apply
Suggest any THREE (3) scenarios where users may benefit from using video calls in their communication.,Synthesis,Create
Do you agree...?,Evaluation,Evaluate
Discuss the biological factors that cause the deterioration of cut flowers.,Comprehension,Understand
Explain the method of monitoring inventory levels in retails stores.,Comprehension,Understand
Identify THREE (3) types of imperfectly competitive firms and construct THREE (3) important characteristics of these imperfectly competitive firms.,Application,Apply
Foundation design is required the study and examination of multiple components which is a highly specialized the function and usually is performed by a structural engineer. Inspect the components which have to include in the designing of a building foundation.,Analysis,Analyze
"When quantity discounts are offered, justify why it is not necessary to check discount points that are below the EOQ or points above the EOQ that are not discount points.",Evaluation,Evaluate
Sketch the 1-V curve of a zener diode and explain what a zener breakdown is.,Application,Apply
"Rewrite the story briefly, but change someone or something in it. (For example, substitute a dog for a wolf in The Three Little Pigs).",Synthesis,Create
What are the units of corrosion penetration rates? Relate these to Faraday's law,Knowledge,Remember
List FIVE (5) categories of Intentional Crises and FIVE (5) categories of Unintentional Crises.,Knowledge,Remember
Compose music for a frog play.,Synthesis,Create
Discuss ONE (1) similarity and ONE (1) difference between virtual reality and augmented reality.,Analysis,Analyze
Distinguish between 'differential foundation settlement' and 'uniform foundation settlement'.,Analysis,Analyze
Dielectric films can be thermally grown or deposited. Discuss the fundamental difference between these two methods.,Comprehension,Understand
Describe SIX (6) functional requirements of walls.,Comprehension,Understand
Give TWO disadvantages of Transmission Electron Microscopy (TEM).,Comprehension,Understand
"CRM technology helps companies to collect information about consumer behaviour, conversations and characteristics. As a new digital marketing manager with an online retailer, suggest FIVE (5) ways how you can collect data and push customised information to customers.",Synthesis,Create
List two local variables in the main function,Knowledge,Remember
Define Put-Call Parity and express it in equation.,Comprehension,Understand
Write down the FIVE (5) phases of the design process.,Knowledge,Remember
Select the best title for a passage,Comprehension,Understand
Write a poem about this book.,Synthesis,Create
Describe the differences in the sugar compositions between unfermented and fermented cocoa beans.,Comprehension,Understand
Classify soil organisms according to their ecology and state TWO examples for each group.,Comprehension,Understand
Define standard operating procedures as highlighted.,Knowledge,Remember
Propose ONE (1) new local seafood flavor for Manhattan fish market's Malaysian consumers. Describe the need for the new flavor.,Synthesis,Create
Presenting the business plan is very crucial to convince potential consumers and financers. List any SEVEN (7) suggestions for good presentation of your business plan.,Knowledge,Remember
Name the two classes of monosaccharide. Draw and name the simplest structure of molecule in each class.,Comprehension,Understand
"Using the open economy multiplier approach, calculate the new equilibrium output level and new balance of trade if the government decreases spending to RM 1200 million and increases tax by RM 300 million.",Application,Apply
Calculate for x in the following equation: 12x=36,Application,Apply
"Interpret the relationship found between these item sets in terms of Support, Lift and Confidence.",Comprehension,Understand
Draw a picture of the bears' house.,Application,Apply
Briefly explain the main feature of the structures of dilute foams and concentrated foams.,Comprehension,Understand
Make a list of facts you learned from the story.,Knowledge,Remember
How do we differentiate between genuine buyer and undercover buyer,Analysis,Analyze
Contrast the Valles Marineris on Mars with the Grand Canyon,Analysis,Analyze
Each of the FOUR (4) different historical perspectives have a unique outlook on Educational Technology and defines it in a slightly different way. List and discuss the FOUR (4) perspectives.,Comprehension,Understand
Name FIVE vital plant processes that herbicides target.,Knowledge,Remember
"With the aid of a diagram, briefly show how the width of a FinFET is estimated.",Application,Apply
What is your family name,Knowledge,Remember
Briefly illustrate FOUR (4) influences of carbon on metal.,Comprehension,Understand
Solve a math problem using familiar procedure or formula,Application,Apply
State 'corporate governance' definition as mentioned in Cadbury Report (1992). Explain Malaysian Code on Corporate Governance (MCCG) 2017 “corporate governance' definition in details.,Comprehension,Understand
Describe the electrokinetic phenomenon.,Comprehension,Understand
Define attribution.,Knowledge,Remember
"Distinguish among acidic, saline and sodic soils.",Analysis,Analyze
State four attributes of well engineered software.,Knowledge,Remember
What data was used to evaluate ____________?,Evaluation,Evaluate
"Being outside directors, Independent Non-Executive Directors (INEDs) do not work in the company on a daily basis. Their hands are tied due to the nature of their positions. Provide an assessment on the limitations of INEDs in the context of corporate governance",Comprehension,Understand
Suggest THREE (3) ethical considerations that ANA advertisers should take into account in designing commercials.,Synthesis,Create
