question,original_label,bloom_level
Discuss the factors that you think may have affected the quality of newspapers in Malaysia and identify the key elements for a successful newspaper .,Analysis,Analyze
The Glass-Steagall Act of 1933 (Banking Act) restricted the asset powers of commercial banks in US to low-risk underwriting areas. List FOUR (4) requirements under Glass-Steagall Act of 1933.,Knowledge,Remember
Draw a comprehensive poster layout design for Visit Malaysia 2020 campaign. Provide a design rationale to support your idea.,Comprehension,Understand
Estimate the time it would take to transmit the performance over a network with 64 kbps.,Application,Apply
Relate your most powerful story where your use of technology in the classroom has yielded a significant outcome with a student or students,Application,Apply
List three characteristics that are unique to the Cubist movement.,Knowledge,Remember
Describe how soils are involved in the greenhouse effects.,Comprehension,Understand
Can you see a possible solution to . . .?,Synthesis,Create
Sketch a prediction of the field lines for the arrangement of electrodes shown in Figure 2,Application,Apply
Give TWO advantages of X-Ray Photoelectron Spectroscopy (XPS).,Comprehension,Understand
List the SEVEN (7) factors to be considered in the method of excavation and timbering.,Knowledge,Remember
Recall four facts from the story,Knowledge,Remember
Support your views with ONE (1) example for each disadvantage.,Evaluation,Evaluate
Describe the industrial application of enzymes in beer production.,Comprehension,Understand
Describe FIVE (5) characteristics of hardened concrete.,Comprehension,Understand
An electron experiences a potential difference of 5 kV in vacuum. Find the wavelength of the particle.,Comprehension,Understand
Describe nuclear transport to a lay person.,Comprehension,Understand
How many states are there in USA,Knowledge,Remember
Calculate the market demand and market supply in table form.,Application,Apply
"Starting from a point of equilibrium, explain the case of a decreasing - cost industry in a perfectly competitive market with the aid of diagram(s).",Comprehension,Understand
"A banker's acceptance (BA) is a promised future payment, or time draft, which is accepted and guaranteed by a bank and drawn on a deposit at the bank. The BA specifies the amount of money, the date, and the person to whom the payment is due. Draw and explain the sequence of a banker's acceptance transaction.",Application,Apply
"Output and capital are increasing more rapidly than labour in the pharmaceutical industry. However, labour is increasing faster than capital and output in the agriculture industry. Evaluate the different in the output growth and productivity between these two industries.",Evaluation,Evaluate
"If interest were compounded monthly instead of daily, what would the difference in interest be?",Analysis,Analyze
"The internet has been considered as a low cost option for selling products and services. From a firm's perspective, explain FOUR (4) factors that add to the cost of doing business on the internet.",Comprehension,Understand
Explain the packaging and labeling decisions.,Comprehension,Understand
Discuss and show the impact of CRM strategies in the telecommunication sector.,Application,Apply
Summarize a story in own words.,Comprehension,Understand
The independence of external auditors is extremely critical due to their roles in providing true and fair view on a company financial position. Develop THREE (3) safeguards to reduce the threats on external auditors' independence.,Synthesis,Create
Distinguish between “suspended' and ‘non-suspended' floor.,Analysis,Analyze
Discuss factors which could contribute to changes in the sugar compositions of cocoa beans during fermentation.,Comprehension,Understand
Which of the two liquids is hypotonic,Knowledge,Remember
Identify THREE (3) types of securities that are issued by Malaysian government. Explain each in detail.,Comprehension,Understand
Define and explain 'Fiscal Policy' in terms of its objectives and differentiate between the 'Discretionary Fiscal Policy' and 'Automatic Fiscal Policy'.,Analysis,Analyze
Discuss Individualism vs. Collectivism in Hofstede's Dimensions of Culture.,Comprehension,Understand
Differentiate primary and secondary reserves of a bank. List THREE (3) examples for each reserve.,Analysis,Analyze
Short term and long term incentives have their own merits in promoting corporate performance. Compare and contrast the problems associated with both short term and long term incentives.,Analysis,Analyze
Identify THREE (3) classification system of economy.,Knowledge,Remember
Explain what is happening in the first picture of the story.,Comprehension,Understand
"Explain the WMA, AVI, and QuickTime video format.",Comprehension,Understand
Can you analyze the fractures and determine which should be repaired surgically,Analysis,Analyze
"Suppose firms in industry Y are having an increase in demand. By using appropriate diagrams, explain the effect of an increase in demand and how industry Y achieves the long-run equilibrium in perfect competition.",Analysis,Analyze
State in your own words ...,Comprehension,Understand
List four types of clauses mentioned in the article,Knowledge,Remember
State any FOUR (4) characteristics of valuable information.,Knowledge,Remember
Explain FOUR (4) types of process design that could be found in manufacturing companies.,Comprehension,Understand
Rearrange it to design the correct schema that is suitable for the system implementation.,Synthesis,Create
Select the best proposal for a proposed water treatment plant.,Evaluation,Evaluate
Describe whether the soil is contaminated or polluted.,Comprehension,Understand
Analyze a distinction. State the point of view of . . .,Analysis,Analyze
Distinguish between rill and gully erosion.,Analysis,Analyze
List FIVE (5) plant consideration in a construction site.,Knowledge,Remember
"Using an appropriate example, prove that listeners are able to manage resources effectively in web applications.",Evaluation,Evaluate
List FIVE (5) basic types of research.,Knowledge,Remember
List the procedure to draw a mixed potential or Evans' diagram,Knowledge,Remember
Identify THREE (3) types of mortar used in wall construction.,Comprehension,Understand
Formulate the evolution of the weather as a Markov chain by defining its states and giving its (one-step) transition matrix.,Synthesis,Create
Describe the components in the Mechanical and electrical System used in buildings.,Comprehension,Understand
Discuss the advantages of real-time data input and over batch processing in expenditure cycle.,Comprehension,Understand
Can you distinguish pot still rums from column still rums by taste,Analysis,Analyze
Market research firms and product review sites are examples of infomediary. Discuss the role and benefits of an infomediary model in the online distribution system.,Comprehension,Understand
Oxidation is one of the most important thermal processes. Briefly explain the TWO (2) types of oxidation process.,Comprehension,Understand
Discuss the significance of human genome project.,Comprehension,Understand
Calculate the variance of orders for the glass bottles.,Application,Apply
"For any points which fall under the curve, explain the combination of production for steel and bricks.",Comprehension,Understand
You have been assigned by your employer to manage their Instagram and Facebook business page. Suggest FIVE (5) ways to increase engagement with your social media users.,Synthesis,Create
Propose TWO (2) strategies to resist persuasion.,Synthesis,Create
Explain how mutation technique can be implemented in Genetic Algorithm (GA).,Application,Apply
Invent a machine to do a specific task.,Synthesis,Create
Make a diorama to illustrate an important event.,Application,Apply
"By comparing the map of the tectonic plates to the earthquake map, what inferences can you make?",Analysis,Analyze
Construct a model to demonstrate how it will work.,Application,Apply
There are a number of factors influencing the productivity of a sector of the economy. Explain accordingly.,Comprehension,Understand
"Calculate Treynor's measure for AOV's Portfolio and the market. Compare the TWO (2) measures, and assess the performance of the AOV's portfolio during the year just ended.",Application,Apply
Reason why hunger cannot be simplified as yet another homeostatic process. Provide TWO (2) points.,Comprehension,Understand
Briefly explain why fatty acids such as stearic acid can be used in Langmuir Blodgett (LB) film deposition and how the monolayer is formed.,Comprehension,Understand
Define teachers' Pedagogical Reasoning Skills and explain how it helps teachers use instructional materials in classroom.,Comprehension,Understand
Describe alkaloids chemically and how plants use this group of secondary metabolites to protect themselves from herbivores.,Comprehension,Understand
Design and make an animal that moves.,Synthesis,Create
"Discriminate the different parts of the story (introduction, development, climax, resolution.)",Analysis,Analyze
Describe the major clinical differences between visceral and somatic pain,Comprehension,Understand
Explain the marginal cost relationship with average variable cost (AVC) and average total cost (ATC). Support your answer by using an appropriate diagram.,Comprehension,Understand
Consider a zero coupon bond with a par value of $1000 that has a current price of $436.19 and matures in 10 years. Compute its yield to maturity.,Application,Apply
"Based on your observation of the local newspaper industry, discuss and state your stance on whether gender affects professional news selection.",Evaluation,Evaluate
Can you differentiate between ethnic Chinese and ethnic Koreans,Analysis,Analyze
List TEN (10) components of an effective crisis communication plan.,Comprehension,Understand
Describe focused task and how it can be used to teach grammar for low proficiency students.,Knowledge,Remember
Suggest and elaborate any TWO (2) efforts or methods that your company may use in order to gain competitive advantage over your competitors.,Synthesis,Create
State the definition of application in Bloom's Taxonomy.,Knowledge,Remember
Explain the reasons of using a mixed-media approach by advertisers.,Comprehension,Understand
Differentiate between trait and phenotype.,Analysis,Analyze
"With reference to the case, evaluate the similarities and differences between open mindedness and mental models.",Evaluation,Evaluate
Briefly provide any TWO (2) real life situations to illustrate on ethical dilemma.,Comprehension,Understand
"As a manager in an Information Technology firm, suggest and elaborate any THREE (3) actions that organizations can take as part of the responsibility towards the society.",Synthesis,Create
Rewrite the following if statement using a switch statement.,Application,Apply
Briefly list the different types of building maintenance.,Knowledge,Remember
Justify why company XYZ needs to use expert systems,Evaluation,Evaluate
Explain the main disadvantage of Lineweaver-Burk plot. Suggest an alternative method to Lineweaver-Burk plot.,Synthesis,Create
Can you defend the idea that Simon's incident with the pig's head is the most mystical in the story?,Evaluation,Evaluate
Discuss the advantages and disadvantages of using laccase-based de colorization treatment.,Comprehension,Understand
"Suggest your recommendation on the investment of KMK Corporation's common stock, if the stock price is traded at $25 currently.",Synthesis,Create
How many years does this animal live?,Knowledge,Remember
Analyze the purpose of having a Purchasing Department in an organization.,Analysis,Analyze
Pre-cast concrete retaining walls may be constructed with any or all of the joints. Describe the THREE (3) types of joints used.,Comprehension,Understand
Explain the significance of the position of rubber-synthesizing cis prenyltransferases in the structure of a rubber particle.,Comprehension,Understand
Write a song about 'Old MacDonald' who had a bulldozer instead of a farm.,Synthesis,Create
Judge the value of... What do you think about...?,Evaluation,Evaluate
Contrast TWO (2) differences between a data mart and a data warehouse.,Analysis,Analyze
Describe the FOUR (4) main phases of The Hawthorne Studies. Support your description with the significance of each of the phases.,Evaluation,Evaluate
Explain the process (paraphrase) for finding the perimeter of a rectangular garden,Comprehension,Understand
Discuss issues of defining “weeds”.,Comprehension,Understand
Elaborate the term of national income as used in building economics.,Comprehension,Understand
Use Lagrange multiplier to solve the following nonlinear programming problem.,Application,Apply
Recall the following pictoral example of an implementation of some queue operations,Knowledge,Remember
Explain choices made in making recommendations to an end user.,Evaluation,Evaluate
Draw a painting that uses various principles of perspective to achieve its effect.,Synthesis,Create
Devise plans to market or make artwork more valuable.,Synthesis,Create
"List any FIVE (5) themes identified by Tom Peters and Robert Waterman for “excellent organizations"".",Knowledge,Remember
Define Bank Capital and elaborate the functions of Bank Capital.,Comprehension,Understand
Construct one Turing Machine for computing each of the following functions,Application,Apply
Discuss FOUR (4) risks involved in trading US-dollar denominated crude palm oil futures contract (FUPO).,Comprehension,Understand
Decide which method of solving a problem was most effective,Evaluation,Evaluate
Briefly describe the author's approach to the liabilities of the GOTO statement,Comprehension,Understand
Define instructional materials.,Knowledge,Remember
Draw a flowchart that represents the following codes.,Comprehension,Understand
"Explain one (1) major advantage, and one (1) major disadvantage, of a fixed period system.",Comprehension,Understand
Briefly explain the drawbacks of using deficiency symptoms to determine fertilizer rates.,Comprehension,Understand
Describe an experiment to answer the question of the effects of weight on the fall of an object.,Application,Apply
Recall the main components of the flowchart,Knowledge,Remember
Support your answers with ONE (1) example from everyday life for ANY TWO factor.,Evaluation,Evaluate
State in your own words where in the library to find previous issues of journals that are no longer in the display racks.,Comprehension,Understand
Use Laplace to solve the following problems,Application,Apply
Express the following systems in matrix form,Comprehension,Understand
Recommend to the management whether to use MP3 or RealAudio file format images and state THREE (3) reasons for your recommendations.,Synthesis,Create
Discuss the significance of genome studies in molecular medicine.,Comprehension,Understand
Compare this book to the last book you read.,Analysis,Analyze
Identify ordinal positions,Knowledge,Remember
Explain the FOUR (4) roles of media during a crisis. Support your explanation with an appropriate example for each role.,Comprehension,Understand
Explain briefly the effectiveness of advertising based on strategy concept.,Comprehension,Understand
Summarize the main point of these two texts in your own words,Comprehension,Understand
Identify THREE (3) possible threats you should anticipate for this Internet-based business.,Comprehension,Understand
Discuss why the fertility program for potted plants is different from field crops.,Comprehension,Understand
"Explain how the biological concept of symbiotic relationships could be used to help solve socially created problems like water pollution, overflowing garbage landfills, or homelessness.",Synthesis,Create
Show in a step by step manner how TQM can be implemented successfully in education sector.,Application,Apply
Write a textbook about this topic for others.,Application,Apply
Describe how pore size can affect water retention in soil.,Comprehension,Understand
Recite the principles of the Data Protection Act.,Knowledge,Remember
"Explain how the ionic, metallic, covalent, and mixed states solids are formed. Give an example of each solid and compare the electrical conductivity of the four types of solid.",Comprehension,Understand
Describe how soil surface roughness affects both water and wind erosion. Suggest ways to increase roughness to reduce erosion.,Synthesis,Create
Two different soils were obtained during sampling and the distance between the two sites were only 100 meters apart. Discuss TWO soil forming factors which are most likely to explain the differences.,Comprehension,Understand
"Describe each of the media types: captured, synthesized, discrete and continuous. Classify all the multimedia elements into the media types that described above.",Comprehension,Understand
Explain on the advantages of switching from a flat-file processing system to a database management system.,Comprehension,Understand
Determine the intrinsic value of KMK Corporation's common stock.,Application,Apply
Write down Schrodinger's equation in one dimension and explain the meaning of each term of the equation.,Comprehension,Understand
Define profit. Briefly explain how accounting profit is different from economic profit.,Comprehension,Understand
Suggest an alternative to Albert on how the above limitations may be overcome.,Synthesis,Create
Support your answers with TWO (2) examples in everyday life for each strategy.,Evaluation,Evaluate
Discuss TWO (2) disadvantages of tokenism that is usually used to create a positive image of the system that the system is fair and without discrimination.,Comprehension,Understand
Support your answers with ONE (1) example in everyday life for EACH perspective.,Evaluation,Evaluate
Investigate (pointwise) convergence and absolute convergence of the given series of functions,Analysis,Analyze
Demonstrate how the seasons occur.,Application,Apply
Create several different strategies to solve a mathematical problem.,Synthesis,Create
Trace the value of alpha after the following code executes. int alpha[5];int j;alpha[0] = 5;for (j = 1; j < 5; j++){if(j % 2 == 0)alpha[j] = alpha[j – 1] + 2;else alpha[j] = alpha[j – 1] + 3;},Analysis,Analyze
Draw and label the model of Karl Weick's Theory of Organizing.,Comprehension,Understand
Discuss FOUR (4) economic roles of money market.,Comprehension,Understand
Fill in the detail of typeface properties base on the following illustration.,Knowledge,Remember
Name TWO (2) types of laboratory tests.,Knowledge,Remember
Determine the Macaulay duration and estimate the bond price if the yield increases by 100 basis points.,Application,Apply
Analyze and discuss the challenges and opportunities that social media creates.,Analysis,Analyze
"Demonstrate and illustrate measures of central tendency and dispersion, write a journal entry.",Application,Apply
Make up a new language code and write material using it.,Synthesis,Create
Explain how Timothy saved Phillip's life.,Comprehension,Understand
Draw the body-centered cubic cell and determine its packing fraction. State and explain the assumptions you have made.,Application,Apply
Provide the suitable commands to help her to compile and run her Java program.,Knowledge,Remember
Specify TWO (2) limitations of k-means clustering.,Knowledge,Remember
What would happen if the rainfall doubled in your state next year,Application,Apply
"If your story happened in a foreign land, compare that land to the United States.",Analysis,Analyze
Discuss some possible challenges that the bank may face in deploying data mining.,Comprehension,Understand
Melting temperature (Tm) is an important criteria to consider when designing primers for PCR amplification. Comment.,Evaluation,Evaluate
"Assume that an economy is initially below the natural rate of output, due to the stock market crash in 2008. Explain what policy the government can implement in order to return the output to the natural level by using appropriate diagram.",Comprehension,Understand
“The US dollar hit its highest levels in years shortly after Donald Trump won the presidential election in November 2016.” The statement above refers to the strong dollar scenario. Explain the pros and cons under this scenario.,Analysis,Analyze
Identify any THREE (3) practical examples for partial views of innovation and discuss the consequences for each of the example.,Comprehension,Understand
Write 5 new titles for the story that would give a good idea of what it was about,Synthesis,Create
What ideas can you add to...?,Synthesis,Create
Design a scientific study to test the effect of different kinds of music on hens’ egg production.,Synthesis,Create
Explain the relationship between data warehouse and data mining.,Comprehension,Understand
"Audio plays an important role in the development of multimedia. Illustrate the relations that exist between Wavelength, Frequency and Pitch of a digital audio.",Comprehension,Understand
Summarize Jem’s beliefs about Boo Radley,Comprehension,Understand
Elaborate on the design and production process including the rational and economic use of resources that influence the development of a building.,Comprehension,Understand
Show how E-CRM can be used to improve marketing positioning as explained in the article,Application,Apply
Describe the basic Qlassic inspection tools used and how they are used to detect the various types of defects for their assessment of quality.,Comprehension,Understand
Identify the role of advertising in global women's magazines and local women's magazine.,Comprehension,Understand
List TWO (2) advantages and TWO (2) disadvantages of printed newspaper advertising.,Knowledge,Remember
Explain in your own words what is meant by mercantilism.,Comprehension,Understand
The key success of Arnold Palmer Hospital is its implementation of Total Quality Management (TQM) Programme. Describe FIVE (5) principles of TQM Programme which have been adopted by the aforesaid hospital.,Comprehension,Understand
"""Instead of focusing only on investing in local market, some investors also invest in foreign market"". Justify above statement by providing FOUR (4) benefits of investing in foreign market.",Evaluation,Evaluate
Calculate the variance of demand for the winery.,Application,Apply
"""Portfolio management strategies are different based on investor's risk preferences and expected return”. Based on above statement, briefly discuss TWO (2) major portfolio management strategies.",Comprehension,Understand
can you devise an explicit formula for,Synthesis,Create
Suppose that Japan and South Korea are trading partners. The exchange rate of Yen for South Korean Won (KRW) is floating freely. Japanese had reduced their imports from South Korea due to lack of demand for Korean products. Explain what will happen to Yen by using an appropriate diagram. Give five reasons why demand for a foreign currency may increase.,Analysis,Analyze
Illustrate and explain how perfect competitive firms adjust in long-run if they are enjoying positive economic profit in short-run.,Comprehension,Understand
Explain the development process for a building construction.,Comprehension,Understand
"In your opinion, provide any TWO (2) reasons why the actions of one firm can significantly affect the sales of the other firms in an oligopoly market.",Comprehension,Understand
Explain how transactions are audited in an electronic data interchange environment.,Comprehension,Understand
How can you distinguish the different parts of_____?,Analysis,Analyze
Define allelopathy and list how allelopathic substance enters the environment.,Comprehension,Understand
Provide three (3) situations whereby it will be useful to use reference variables as parameters.,Knowledge,Remember
"There are five (5) techniques in adapting materials as conjured by McDonough, Shaw and Matsuhara (2012). Elaborate on the ADDING technique to adapt a topic in a course book to teach present tense to Form 1 low proficiency students by using example.",Comprehension,Understand
Calculate the equilibrium level of income for this economy.,Application,Apply
Identify which country has an absolute advantage and comparative advantage in the production of pizza and cloth.,Comprehension,Understand
How would this story be different if it had happened in a different country?,Analysis,Analyze
Sketch the blackbody curves for radiation emitted from the Sun and the Earth,Application,Apply
State a main difference between a customer and a contact.,Comprehension,Understand
Explain briefly the media usage in advertising effectiveness.,Comprehension,Understand
Choose ONE (1) activity and describe briefly how you plan to carry it out in your reading lesson.,Knowledge,Remember
Write the first pair of standardised canonical variates.,Knowledge,Remember
Outline how class ArrayList could be implemented using an array,Evaluation,Evaluate
How much data can be stored in the cach memory,Knowledge,Remember
"Briefly discuss how the use of manure, organic by-products and commercial fertilizers have changed over time.",Comprehension,Understand
Explain the SIX (6) power bases that determine effective leadership. Provide an example for each of the answers.,Comprehension,Understand
Critically analyze and discuss the problems with secondary data. Provide relevant examples to support your answer.,Analysis,Analyze
Briefly explain why a parallel solution with less number of synchronisation phases is more preferred than other solution with a lot of synchronisation phases.,Comprehension,Understand
Malaysia is currently having trade deficit and policy maker tries to improve the balance of trade by depreciate the Ringgit Malaysia. Discuss the impact of this policy by using an appropriate diagram.,Comprehension,Understand
Explain FOUR (4) major forces which move water into wall claddings and measures to be taken to eliminate these problems. You are required to include illustrations in your explanation.,Comprehension,Understand
Compare and contrast Manufacturing Resource Planning (MRP-II) and Lean Manufacturing.,Analysis,Analyze
Draw a picture of the gown Cinderella wore to the ball.,Application,Apply
State the conductivity of a semiconductor at 0 K and clearly explain your answer.,Comprehension,Understand
Identify and describe the FOUR (4) criteria for judging economic outcomes.,Comprehension,Understand
Define and contrast digital certificate and digital signature.,Comprehension,Understand
What are the major products and exports of countries,Knowledge,Remember
Calculate the level of output Japan needs to achieve in order to maintain a balanced trade account.,Application,Apply
Outline the most important insight of the tale.,Comprehension,Understand
Identify THREE (3) building related statutory laws in Malaysia.,Comprehension,Understand
Indicate the variables that are important in each of the canonical variates.,Knowledge,Remember
Determine the memory required to store a 2 minutes passage of stereophonic music.,Application,Apply
You are the new online advertising consultant for Loreal Malaysia. Explain to your client SEVEN (7) important paid media metrics in online advertising.,Comprehension,Understand
Demonstrate using the OPAC and your knowledge of library organization to find a book about turtles.,Application,Apply
Design or sketch a marketing strategy for your product using a known strategy as a model.,Application,Apply
How to inspect and maintain fresh water plumbing systems properly,Analysis,Analyze
Determine the doping levels in the respective regions.,Application,Apply
Provide the equations for the Eadie-Hofstee and Hanes-Woolf plot. Explain how these equations could be derived from the Michaelis-Menten equation.,Application,Apply
Use dynamic programming to make these allocations to maximize the total grade points to be obtained from the four courses.,Application,Apply
List down THREE (3) methods of excavation.,Knowledge,Remember
When did you born ?,Knowledge,Remember
Write an essay on the importance of comparative genomics.,Synthesis,Create
Define graphic design and product design.,Knowledge,Remember
"For any points which fall exactly on the curve, explain the combination of production for steel and bricks.",Comprehension,Understand
"If an electron in a hydrogen atom jumps from the first excited state to ground state, find the wavelength of the photon emitted.",Comprehension,Understand
Create a set of guidelines to determine the points of a plant susceptible to localized corrosion.,Synthesis,Create
"There are two approaches to solve a problem, namely X and Y. Approach X uses a lot of synchronizations compared to approach Y. Briefly explain why the approach Y should be chosen to solve the problem.",Analysis,Analyze
Evaluate why a monopolist holds more undesirable characteristics in comparison to a perfect competitor. Give evidence from the graph to support your answer.,Evaluation,Evaluate
Suggest THREE (3) specific types of application software that may help to support James's business activities.,Synthesis,Create
Interpret the pictures.,Comprehension,Understand
Define the basic concepts of Educational Technology.,Knowledge,Remember
A solid cube with dimensions of 10.0 nm was dispersed into water to become colloidal particles with dimensions of 1.0 nm. Calculate the changes of surface area to volume (surface / volume).,Application,Apply
Suggest the most suitable growth model that could be applied to describe the growth of above-mentioned Lactobacillus acidophilus strain. Briefly explain the suggested growth model.,Synthesis,Create
Explain how e-mail agents work.,Comprehension,Understand
Explain the possible uses described in class for the space to the left of the vertical line.,Comprehension,Understand
Draw Production Possibilities Frontier and Trading Possibilities Frontier for Korea and Indonesia.,Comprehension,Understand
Comment on the introduction of seven “_” in the alignment.,Evaluation,Evaluate
Determine the percentage of variation in the correlation matrix that is explained by the 4 factors.,Application,Apply
Draw the ‘market demand' and 'supply curve'.,Comprehension,Understand
"Discuss in detail the Sharpe, Treynor, and Jensen measures of portfolio performance evaluation, by identifying the situations in which each measure is the most appropriate measure.",Application,Apply
Name FOUR (4) types of soil in-situ field test and its application.,Knowledge,Remember
Describe dynamic load balancing using centralised work pool approach.,Comprehension,Understand
"Recommend with justification, a value or range of values to the Board of Directors for the acquisition of ESL Berhad.",Evaluation,Evaluate
Draw the energy band diagram of the pn junction.,Comprehension,Understand
Name the food groups and at least two items of food in each group.,Knowledge,Remember
Distinguish facts from hypotheses,Analysis,Analyze
"Referring to the advertisement design below, evaluate the usage of Dominance and Unity in principles of design.",Evaluation,Evaluate
Scaling methods can improve the performance of the web site. Propose to Jane which scaling method suit her current business needs. Justify your answer.,Evaluation,Evaluate
State FOUR (4) basic business activities that are performed in the revenue cycle.,Knowledge,Remember
Illustrate your understanding for oligopoly competition and monopolistic competition using ONE (1) real life example for each.,Comprehension,Understand
Is there a better solution to . . .?,Evaluation,Evaluate
Propose and justify ONE (1) international market-entry strategy that you may consider to market your products internationally.,Evaluation,Evaluate
Explain the importance of visual in a poster design.,Comprehension,Understand
Information systems value is determined by the strong relationships among THREE (3) major components. Name them.,Knowledge,Remember
List reserved words in C programming.,Knowledge,Remember
Distinguish between ‘load bearing wall' and 'non-load bearing wall’.,Analysis,Analyze
Name two super secondary structures found within enzymes which involved formation of a-helices. Describe how the a-helices could be maintained in an enzyme.,Comprehension,Understand
Explain in details FIVE (5) ways to make a brand name effective.,Comprehension,Understand
Describe the sender-initiated task transfer method that used in dynamic load balancing.,Comprehension,Understand
Determine the amount of shortage or surplus if government decides to impose the price at RM1.50/kg. Support your answer with numerical explanations.,Application,Apply
What is the title of the first movie you saw,Knowledge,Remember
Write a poem about the story.,Synthesis,Create
Explain TWO (2) defects which are usually occur on the surface of finished concrete.,Comprehension,Understand
How does your pet differ from other animals?,Analysis,Analyze
Construct a basic diagram or figure to demonstrate your understandings on what Information System is.,Comprehension,Understand
"From the information given, can you develop a set of instructions about . . .?",Application,Apply
"""The monetary policy is always useful in stimulating the economic growth by increasing the money supply in the market."" Comment on this statement. Support your answer with an appropriate diagram.",Evaluation,Evaluate
Describe FIVE (5) categories of space.,Knowledge,Remember
Describe the concept or purpose of Qlassic and CIS (Construction Industry Standards) documents.,Comprehension,Understand
Define FOUR (4) common authoring metaphors and its advantages and disadvantages.,Knowledge,Remember
List the information that can be obtained from X-Ray Photoelectron Spectroscopy (XPS).,Knowledge,Remember
Discuss the types of building defects commonly found on reinforced concrete flat roof which lead to water leaking and concrete cancer and how their cause of defects are defined under ISO 6241.,Comprehension,Understand
Sketch the Type Il isotherm and provide a brief description of its nature and the processes that gives rise to the isotherm.,Application,Apply
Name three 19th-century women English authors.,Knowledge,Remember
"The technology of VLSI is defined by the feature size. With the aid of a diagram, explain the feature size.",Comprehension,Understand
Can you justify the decisions you have made ?,Evaluation,Evaluate
"Internal control system is among the most prominent monitoring mechanisms in promoting effective corporate governance. Assuming you are the manager of purchasing department, provide TWELVE (12) recommendations on how to prevent staffs from making personal gains from their positions.",Synthesis,Create
Show how they have used creative writing strategies appropriate to the format,Application,Apply
Define four types of traceability.,Knowledge,Remember
Explain why the electrical conductivity of a semiconductor is higher than an insulator by using the energy band diagram.,Comprehension,Understand
Support your answers with ONE (1) example in everyday life for EACH theory.,Evaluation,Evaluate
Distinguish between products from physical and chemical weathering.,Analysis,Analyze
"Justify the following statement. ""It is possible for a firm to experience diminishing marginal return and diseconomies of scale at the same time”.",Evaluation,Evaluate
Examine the connection and connectionless protocols using appropriate examples.,Analysis,Analyze
Distinguish between micro and macro economics.,Analysis,Analyze
"Three sales sub-stages: qualification, proposition and negotiation are included in both OpenERP and SugarCRM, before a deal is won. Give a brief description of these sub-stages.",Comprehension,Understand
Differentiate spoken and written language in FIVE (5) aspects.,Analysis,Analyze
Explain FIVE (5) reasons for the importance of global markets to marketers.,Comprehension,Understand
Name the artist who painted the Mona Lisa.,Knowledge,Remember
Discuss political risk in the Political-Legal Environment of the Host Country.,Comprehension,Understand
Compute the volume of a cylinder,Application,Apply
"Given an argument on any position, enumerate the logical fallacies in that argument.",Evaluation,Evaluate
Identify the type of crisis based on time as a critical variable.,Comprehension,Understand
"Discuss the adoption issues surrounding Facebook and internet, as well as their implications for e-marketers.",Comprehension,Understand
Analyze the following questionnaire.,Analysis,Analyze
"Marketers theorize that just as humans pass through stages in life from infancy to old age, products also pass through a product life cycle. Explain all FOUR (4) stages of a product life cycle.",Comprehension,Understand
Differentiate between soil fertility and soil productivity.,Analysis,Analyze
Develop a time phased product structure.,Synthesis,Create
Discuss the advantages of dynamic logic circuit compared to the conventional static combinational logic circuit.,Comprehension,Understand
Draw TWO (2) logo design for food and beverage products.,Comprehension,Understand
How would you compare SAS with the Visual Basic Application and SPSS for the processing and analysis of mainframe data,Comprehension,Understand
Write what you might have done.,Application,Apply
Determine the next number in a sequence,Comprehension,Understand
Managing and engaging stakeholders have gained important grounds in corporate decision making. Provide your justifications for companies to adopt stakeholder model.,Comprehension,Understand
Define prosocial behaviors.,Knowledge,Remember
Write a logically organized argument in favor of a given position.,Synthesis,Create
"Director independence is a pivotal element of corporate governance. Illustrate the requirements of ""Persons Connected with Directors"" as stipulated under Companies Act 2016 Section 197(1).",Comprehension,Understand
State in your own words the rule for balls and strikes in baseball.,Comprehension,Understand
"Within an organization, each employee holds different roles in the informal communication networks. Explain any FOUR (4) roles with an example for each role.",Application,Apply
Make a diagnosis or analyze a case study.,Analysis,Analyze
Critically examine the strengths and weaknesses of the positivist paradigm,Analysis,Analyze
Name a donor atom and acceptor atom for Si.,Knowledge,Remember
"Considering linear multimedia and interactive multimedia, suggest the best solution to the shopping mall's management.",Synthesis,Create
The Higgs Report (2003) is among the first report that discusses the importance of Senior Independent Non-Executive Director (Senior INED). Analyse the rationales of having Senior INED in a company.,Analysis,Analyze
"Draw a technology enhanced language learning classroom sketch for a writing lesson with 12 high proficiency students, aged 10. You should include FIVE (5) basic technology facilities with label which are essential to the integration of technology in the classroom.",Comprehension,Understand
Categorise the pictures and add them to the wall display.,Application,Apply
List any TWO (2) real life examples of the organization that implement the clicks-and-bricks B2C E-Commerce.,Knowledge,Remember
Explain the concept of narrowing conversion. Indicate in code how the conversion is done.,Comprehension,Understand
State the problems that could arise from environmental overload of fixed nitrogen due to generous usage of nitrogen fertilizer and suggest a possible solution for this situation.,Synthesis,Create
"Calculate the surface tension of a wetting liquid, C (1.23 gml-l ) which rises 1.50 m in a vertical capillary tube with the internal radius of 0.15 mm.",Application,Apply
how the investigation was undertaken,Analysis,Analyze
How does Hawaii contrast and compare to Florida?,Analysis,Analyze
Explain and differentiate between TWO types of aggregations when colloidal particles are unstable.,Analysis,Analyze
"Just-in-time (JIT) attempts to remove delays, which do not add value. Explain how JIT copes with weather and its impact on crop harvest and transportation times.",Comprehension,Understand
